StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,coder,coder_4_TEXT,pmcid,protocol,include,participants,participants_4_TEXT,journal,pubYear,impactFactor,verbatim,powerCalcType,powerCalcType_4_TEXT,multiple,statsKnowledge,version,version_1_TEXT,power,power_1_TEXT,alpha,alpha_1_TEXT,sampleSize,sampleSize_1_TEXT,effectSizeType,effectSizeType_6_TEXT,effectSizeType_7_TEXT,effectSizeValue,effectSizeValue_1_TEXT,statTest,statTest_5_TEXT,statTest_6_TEXT,otherRepro,reproducible,reproducible_2_TEXT,justification,justification_5_TEXT,multCompare,multCompareText,ANOVAwithinBetween,match,matchText,error,errorText,impact,commentsCalc,commentsGeneral
2022-06-01 19:48:56,2022-06-01 19:58:43,IP Address,171.66.12.214,100,587,True,2022-06-01 19:58:43,R_2dtg3lqYQTEofWE,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6953853,No,Include,Humans,,PLOS ONE,2020,2.776,"The sample size was calculated using Gpower* software version three.

With alpha set at p < 0.05, (two-tailed) and power at 0.95, the estimated minimum sample size was calculated to be 105 participants. A total of 319 participants were recruited which exceeded the number participants required to detect significant differences and relationships by a factor of three.

The effect size was measured using Cohen’s d statistic. Consistent with the literature, we used established cut-offs of 0.2, 0.5, and 0.8 for a small, moderate, and large effect sizes respectively [28].",Solves for sample size (often called a priori),,No,Yes,Yes,3,Yes,.95,Yes,.05,Yes,105,d,,,Yes,".2, .5, .8 (they don't specify which one they used)",the statistical test is NOT reported,,,independent or paired,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,No,Yes,independent sample t-test,"Likely, but I cannot be certain based on the information provided.","That they say 105 participants, when they mean 105 participants per group.","There sample size would be half what they actually plan. However, they recrutied 319 anyways. It seems the sample size calculaiton wasn't really used (or wasn't performed before the study).","I can reproduce the calculation if they meant to say 105 participants per group, that they used an independent samples t-test, and a d=0.5",
2022-05-26 00:26:25,2022-05-26 01:14:24,IP Address,171.66.13.217,0,2878,False,2022-06-02 01:14:59,R_3LX3e2h4Inc8rEZ,,,,,,,anonymous,EN-GB,RTT,,PMC6683273,No,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 01:52:43,2022-05-26 01:14:38,IP Address,171.66.13.217,13,775315,False,2022-06-02 01:16:07,R_1ihxJUcax60jho6,,,,,,,anonymous,EN-GB,RTT,,a,,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01 19:58:45,2022-06-02 02:36:55,IP Address,171.66.13.215,100,23889,True,2022-06-02 02:36:56,R_3PyI79LNqFDBXCF,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6878866,No,Include,Humans,,international journal of sports physical therapy,2019,NA,"A convenience sample of 60 recreationally active females between 18 and 25 years of age was recruited for this study...Data from a previously conducted pilot study was used to calculate the required sample size for this current study. G* Power software (G*Power 3.1.10, Dusseldorf, Germany) was used to determine that the sample size needed to achieve statistical power was 60 subjects. This study was approved by the Institutional Review Board at Slippery Rock University.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.10,No,,No,,Yes,60,No,,,No,,the statistical test is NOT reported,,,,No,,Other (please describe),allude to previous study for sample size,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,NTA,Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-06-02 02:36:57,2022-06-02 02:42:25,IP Address,171.66.13.215,100,328,True,2022-06-02 02:42:26,R_Ug1hSnKFvCcZY0V,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6509448,No,Include,Humans,,Journal of exercise rehabilitation,2017,NA,"G*Power package software program (Version 3.1.9.2, Franz Faul, Universitat Kiel, Germany) was used to determine the required sample size for this study. It was calculated using analysis of variance (ANOVA): repeated measures, within-between interaction menus of the program. Post hoc power was determined as 100.0% for group×treatment interaction regarding VAS_activity values.","Solves for sample size (often called a priori),Solves for power (often called post hoc)",,No,Yes,Yes,3.1.9.2,No,,No,,No,,No,,,No,,ANOVA,,,"all ANOVA relevant measures (correlaiton, within/between...)",No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,"Yes, but I cannot reasonably assume which option they used.",Unsure (there's not enough information to reasonably code yes or no).,"both used an ANOVA. the exact detials are uncertain, however. E.g. the number of groups and measurements.",Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-06-02 02:42:28,2022-06-02 02:52:47,IP Address,171.66.13.215,100,618,True,2022-06-02 02:52:47,R_0laf8bcihhTbxIt,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6396727,No,Include,Humans,,Frontiers in Nutrition,2019,NA,"Sample size was based on a priori power analysis completed with G*Power 3.1. Based on the ES of 0.7 for CAF compared to PLA on endurance capacity and RPE (1, 2), a total sample size of 24 yielded statistical power of 0.8 (rho = 0.5, alpha level = 0.05, two groups, four treatments). In the study by Astorino et al. (25) with eight participants in each of two groups (active vs. endurance-trained), CAF improvements in time trial performance were only observed in the endurance-trained group, suggesting the current study was adequately powered to find differences in caffeine effects across groups with different fitness levels. The ES between the endurance-trained and active groups' time trial performance (25) when ingesting caffeine (on the second of two caffeine trials) was calculated to be 1.8, resulting in a power of 0.92 with 8 participants per group.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1,Yes,0.8,Yes,.05,Yes,24,No,,,Yes,0.7,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",that they performed an ANOVA using Cohen's recommended method,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,"Yes, and the researchers selected a non-default option.",Unsure (there's not enough information to reasonably code yes or no).,"They power for a 2x4 analysis, but only report that they will do one-way and three way ANOVAs in their methods section. I can't tell based on the results section if they ran a 2x4 ANOVA.",Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-06-02 02:52:49,2022-06-02 02:59:48,IP Address,171.66.13.215,100,418,True,2022-06-02 02:59:48,R_1IoCjfElsVcNVit,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC9122028,No,Include,Humans,,Frontiers in Psychiatry,2022,4.157,"Sample size calculation was performed for the primary outcome WOMAC pain, namely the differences in improvement of WOMAC pain between the OLP and NT groups (randomization rate 2:1). We estimated that a total sample size of 60 would provide 80% power (one-sided p < 0.05) to detect a moderate-to-large effect (d = 0.7), as reported by Kaptchuk et al. (23). Sample size calculation was performed using GPower (version 3.1).",Solves for sample size (often called a priori),,No,Yes,Yes,3.1,Yes,.80,Yes,.05,Yes,60,d,,,Yes,0.7,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",independent samples t-test,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They clearly demarcate a primary outcome.,No,Yes,"Not 100% sure, but highly probable.",No,NTA,,,
2022-06-02 22:00:34,2022-06-02 22:08:06,IP Address,171.66.13.39,100,451,True,2022-06-02 22:08:06,R_2V9NOwrtZKQw5Ru,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6980184,No,Include,Humans,,Cancer,2020,6.102,"When the necessary sample size was calculated using the G*Power 3.1.9.2 software,22 the results showed that 21 participants would be needed with an assumed effect size of 0.8023(the difference in pain and accompanying symptom scores), 80% of power, and an alpha level of 0.10. Thus, the total number of participants (n = 115) in the analysis was adequate to test the hypotheses.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes (0.80),,Yes,.10,Yes,21,No,,,Yes,0.80,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-06-02 22:07:00,2022-06-02 22:11:42,IP Address,171.66.13.5,100,282,True,2022-06-02 22:11:42,R_22PlH8Q08Vp0cNc,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC6509448,No,Include,Humans,,Journal of Exercise Rehabilitation,2019,NA,"G*Power package software program (Version 3.1.9.2, Franz Faul, Universitat Kiel, Germany) was used to determine the required sample size for this study. It was calculated using analysis of variance (ANOVA): repeated measures, within-between interaction menus of the program. Post hoc power was determined as 100.0% for group×treatment interaction regarding VAS_activity values.

","Solves for sample size (often called a priori),Solves for power (often called post hoc)",,No,Probably,Yes,3.1.9.2,No,,No,,No,,No,,,No,,the statistical test is NOT reported,,,"Nothing is reported, but nonsphericity correction corr among rep. measures is definitely missing",No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-06-02 22:12:00,2022-06-02 22:18:42,IP Address,171.66.13.5,100,401,True,2022-06-02 22:18:42,R_3qma6I7ZesSzqdr,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC6396727,No,Include,Humans,,Frontiers in Nutrition,2019,NA,"Sample size was based on a priori power analysis completed with G*Power 3.1. Based on the ES of 0.7 for CAF compared to PLA on endurance capacity and RPE (1, 2), a total sample size of 24 yielded statistical power of 0.8 (rho = 0.5, alpha level = 0.05, two groups, four treatments). In the study by Astorino et al. (25) with eight participants in each of two groups (active vs. endurance-trained), CAF improvements in time trial performance were only observed in the endurance-trained group, suggesting the current study was adequately powered to find differences in caffeine effects across groups with different fitness levels. The ES between the endurance-trained and active groups' time trial performance (25) when ingesting caffeine (on the second of two caffeine trials) was calculated to be 1.8, resulting in a power of 0.92 with 8 participants per group.","Solves for sample size (often called a priori),Solves for power (often called post hoc)",,No,Probably,Yes,3.1,Yes (0.80),,Yes (0.05),,Yes,24,No,,,Yes,0.7,the statistical test is NOT reported,,,Don't know what they powered for so impossible to tell.,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,"Likely, but I cannot be certain based on the information provided.",The effect size they have is very large and I doubt that it is possible in nutrition studies. Furthermore they calculate the effect size for another study to be 1.8 which is not likely.,,,
2022-06-02 22:08:09,2022-06-02 22:22:53,IP Address,171.66.13.39,100,884,True,2022-06-02 22:22:53,R_3e8hBOsD6Jf9VZG,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC5842142,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,3,2017,3.061,"The appropriate number of animals for this study was determined by power analysis using G POWER 3 software.22 Power calculation indicated an appropriate sample size of six rats per group to detect statistically significant effects between groups. This sample size correlates to an effect size f of 0.40 (F-tests analysis of variance: repeated measures, within–between interaction). For this study, we had three experimental groups (A. actinomycetemcomitans D7S-1, ΔltxΔcdt, and sham control) and two experimental end points (t=1 and t=3 weeks), and an overall total of 36 animals.",Solves for sample size (often called a priori),,No,Yes,Yes,3,No,,No,,Yes,24,f,,,Yes,0.4,ANOVA,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","assumed alpha of 0.05, power of 0.80, and correlation of 0.5. Also, default ANOVA option. And that the sample size was 4 groups x 6 rats, rather than the 36 animals they actually report using.",No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",No,I don;t see anywhere where they report the results from an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,"they calculate 24, but then run 36.",
